Board State,Action Probabilities,Player
"0,-1,0,0,0,0,0,-1,1,0,1,-1,1,0,0,1,-1,0,0,0,1,-1,0,0,0","0.04345670107740161,0,0.060541856376504534,0.10940810530586485,0.09214263174502998,0.11184240183924626,0.04837037370959744,0,0,0.01929405400531939,0,0,0,0.015236893116350358,0.027904251003020332,0,0,0.07424604426813325,0.18126493260604967,0.04832529414416445,0,0,0.06739395032231889,0.08443402605598882,0.016138484425010143",1
"0,-1,0,0,0,0,0,-1,1,0,1,-1,1,0,0,1,-1,0,1,0,1,-1,0,0,0","0.14621260798172342,0,0.14849717998143785,0.05961305061754837,0.05989862211751267,0.2176054829727993,0.10873134861140858,0,0,0.015920611123009923,0,0,0,0.02677232812165346,0.011851217248518597,0,0,0.052902120368387234,0,0.00835296637395588,0,0,0.0704647676161919,0.038980509745127435,0.03419718712072535",-1
"0,-1,0,0,0,-1,0,-1,1,0,1,-1,1,0,0,1,-1,0,1,0,1,-1,0,0,0","0.0034522439585730723,0,0.02623705408515535,0.46950517836593786,0.22662063674721902,0,0.03513617184503261,0,0,0.011967779056386652,0,0,0,0.031914077483697734,0.023858841580360567,0,0,0.046643651706942846,0,0.019946298427311087,0,0,0.022554660529344073,0.07073264288454162,0.011430763329497507",1
"0,-1,0,1,0,-1,0,-1,1,0,1,-1,1,0,0,1,-1,0,1,0,1,-1,0,0,0","0.02265954805065806,0,0.14086168363546064,0,0.02681897193940899,0,0.14458654084926745,0,0,0.08207102061087658,0,0,0,0.08529923019617582,0.07635957288303949,0,0,0.10615843059349392,0,0.05475540104296002,0,0,0.11031785448224485,0.09237645890240874,0.057735286814005464",-1
"0,-1,0,1,0,-1,-1,-1,1,0,1,-1,1,0,0,1,-1,0,1,0,1,-1,0,0,0","0.004221464523461601,0,0.005520376684526709,0,0.003653190452995616,0,0,0,0,0.0062510147751258325,0,0,0,0.011446663419386265,0.005195648644260432,0,0,0.05382367267413541,0,0.0038155544731287546,0,0,0.8798506251014775,0.015424581912648156,0.01079720733885371",1
"0,-1,0,1,0,-1,-1,-1,1,0,1,-1,1,0,0,1,-1,0,1,0,1,-1,1,0,0","0.1055790282312272,0,0.10869982715575187,0,0.10634722488957173,0,0,0,0,0.08704628384866527,0,0,0,0.09031111964662954,0.08541386594968312,0,0,0.09837718455924717,0,0.10317841367390052,0,0,0,0.10869982715575187,0.10634722488957173",-1
"0,-1,-1,1,0,-1,-1,-1,1,0,1,-1,1,0,0,1,-1,0,1,0,1,-1,1,0,0","0.01281109751121991,0,0,0,0.01558547531619747,0,0,0,0,0.05532435740514076,0,0,0,0.4177886576907385,0.036882904936760504,0,0,0.4177886576907385,0,0.010118319053447572,0,0,0,0.01966544267645859,0.014035087719298246",1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0.016741854636591478,0.020451127819548873,0.02756892230576441,0.035889724310776944,0.06446115288220551,0.023859649122807018,0.031478696741854634,0.08150375939849624,0.047017543859649125,0.031478696741854634,0.0324812030075188,0.0406015037593985,0.09152882205513785,0.03338345864661654,0.029674185463659148,0.027268170426065164,0.08030075187969925,0.08832080200501254,0.04200501253132832,0.006616541353383459,0.02706766917293233,0.043909774436090225,0.04170426065162907,0.023258145363408523,0.011428571428571429",-1
"0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0","0.015887592983745064,0.008816236569014603,0.021122233446597485,0.025897694921480394,0.07172375792083754,0.01092845991367435,0.020479382863440167,0.028652768849297457,0.06704013224354853,0.03535678207365231,0.02305078519606943,0.11617228395628616,0,0.12149876021673248,0.04077509413169254,0.029020112039673064,0.0831113968224814,0.03994857195334742,0.014326384424648729,0.012489668472770686,0.09449903572412527,0.02883644044448526,0.04114243732206814,0.023969143172008447,0.02525484433832308",1
"0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0","0.0048672566371681415,0.018584070796460177,0.016371681415929203,0.027079646017699115,0.14442477876106194,0.012212389380530974,0.0447787610619469,0.012300884955752212,0.4282300884955752,0.014690265486725664,0.01336283185840708,0.027787610619469025,0,0,0.009469026548672566,0.010088495575221238,0.027964601769911505,0.028672566371681415,0.02504424778761062,0.017345132743362832,0.03008849557522124,0.020265486725663716,0.04433628318584071,0.01592920353982301,0.006106194690265487",-1
"0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0","0.028818249308227035,0.014442869676722684,0.019234662887224134,0.009988526692312883,0.07531889046365661,0.02341904569076061,0.039954106769251534,0.020989404062900723,0,0.06722008503745698,0.025848687318620504,0.13936694337585206,0,0,0.016940001349800903,0.07444151987581832,0.13315785921576567,0.028075858810825402,0.021191874198555713,0.006411554295741378,0.16312343929270431,0.042316258351893093,0.016940001349800903,0.020989404062900723,0.011810757913207803",1
"0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0","0.009599870926105196,0.013794772507260406,0.024685382381413358,0.0073410777670216195,0.02920296869958051,0.02452404001290739,0.046143917392707325,0.02654081961923201,0,0.09406260083898031,0.04388512423362375,0.44506292352371735,0,0,0.014036786060019362,0.11584382058728622,0.015972894482090997,0.011293965795417877,0.014036786060019362,0.002904162633107454,0,0.015972894482090997,0.015004840271055178,0.013068731848983543,0.0170216198773798",-1
"0,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0","0.02497257533716203,0.047428534555075175,0.035039039814157576,0.035490740143253534,0.08621023423888495,0.06401238949474092,0.06323804607343357,0.028199006259275988,0,0.09369555397818932,0.09279215331999742,0,0,0,0.03432922501129251,0.12112021681615796,0.01890688520358779,0.04007227205265535,0.04717042008130606,0.02890882106214106,0,0.032328837839581855,0.03432922501129251,0.03432922501129251,0.03742659869652191",1
"0,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,0,1,0,0,0,0,1,0,0,0,0","0.0030359251138471917,0.004469556417608366,0.005059875189745319,0.0024456063417102377,0.00463821892393321,0.0034575813796593018,0.0055658627087198514,0.0015179625569235959,0,0.0024456063417102377,0.935064935064935,0,0,0,0.005312868949232586,0,0.004722550177095631,0.004469556417608366,0.0037949063923089898,0.004300893911283522,0,0.0033732501264968798,0.0013493000505987519,0.0015179625569235959,0.0034575813796593018",-1
"0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,1,0,1,0,0,0,0,1,0,0,0,0","0.0559563360227812,0.054390128144280965,0.046464167062173704,0.052017085904129096,0.06336022781205505,0.05045087802562886,0.05951589938300902,0.054817275747508304,0,0.06298054105363075,0,0,0,0,0.05647840531561462,0,0.054817275747508304,0.06027527289985762,0.060654959658281916,0.060654959658281916,0,0.04318936877076412,0.053630754627432366,0.06027527289985762,0.05007119126720456",1
"0,0,0,0,1,0,0,0,-1,0,-1,-1,-1,1,0,1,0,0,0,0,1,0,0,0,0","0.0013253224951404843,0.003180773988337162,0.0032691288213465277,0.0026506449902809685,0,0.0017670966601873123,0.0026506449902809685,0.0029157094893090653,0,0.9481357130235024,0,0,0,0,0.0037109029863933557,0,0.004506096483477646,0.003180773988337162,0.005743064145608765,0.005124580314543206,0,0.0029157094893090653,0.0017670966601873123,0.003445838487365259,0.0037109029863933557",-1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0.011228070175438596,0.04280701754385965,0.053032581453634084,0.024962406015037596,0.07819548872180451,0.02275689223057644,0.026566416040100252,0.06446115288220551,0.16160401002506267,0.02025062656641604,0.017543859649122806,0.02355889724310777,0.08290726817042607,0.013634085213032582,0.007518796992481203,0.041403508771929824,0.02526315789473684,0.04160401002506266,0.04491228070175438,0.04471177944862156,0.048220551378446115,0.030776942355889726,0.04421052631578947,0.01744360902255639,0.010426065162907268",-1
"0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0.004659993096306524,0.011132205730065585,0.030376251294442526,0.019675526406627546,0.04504659993096306,0.019502934069727303,0.04918881601656887,0.14368312046945117,0,0.024680704176734552,0.027959958577839145,0.0572143596824301,0.08353469105971695,0.019502934069727303,0.021401449775629963,0.06498101484294097,0.10994131860545392,0.05022437003797031,0.018639972385226095,0.017604418363824648,0.10648947186744909,0.01570590265792199,0.02347255781843286,0.020538488091128754,0.01484294097342078",1
"0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0.011510049819618623,0.01855351314207181,0.020357326919773235,0.027143102559697648,0.018209929565366774,0.021903453014945885,0.017780450094485485,0,0,0.014774093798316441,0.009448548359388421,0.019927847448891943,0.49622058065624464,0.018811200824600582,0.026284143617935064,0.019412472083834394,0.057206665521388075,0.017780450094485485,0.016749699364370384,0.0046383782855179525,0.06364885758460745,0.03289812746950696,0.03444425356467961,0.01752276241195671,0.014774093798316441",-1
"0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0","0.019485877499206602,0.016185337987940335,0.026531259917486512,0.022849888924151063,0.08498889241510632,0.03795620437956204,0.026531259917486512,0,0,0.07457949857188194,0.04068549666772453,0.2046969216121866,0,0.01656616947000952,0.021770866391621707,0.10053951126626468,0.05883846397968899,0.019295461758172008,0.028625833068867026,0.03636940653760711,0.09412884798476674,0.018406854966677245,0.012123135512535703,0.031735956839098696,0.007108854331958109",1
"0,0,0,0,0,0,0,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0","0.01173886700999697,0.003408058164192669,0.0021205695243865495,0.004544077552256892,0.0069675855801272345,0.0037867312935474097,0.005604362314450166,0,0,0.007649197212965768,0.0015904271432899122,0,0,0.004544077552256892,0.00674038170251439,0.014616782793093003,0.8459557709784914,0.00923962435625568,0.009012420478642836,0.004998485307482581,0.04263859436534383,0.0029536504089669796,0.004544077552256892,0.004013935171160254,0.003332323538321721",-1
"0,0,0,0,0,0,0,1,-1,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0","0.016879432624113476,0.04,0.03394799054373523,0.029881796690307327,0.17498817966903074,0.025200945626477542,0.02652482269503546,0,0,0.1792434988179669,0.018250591016548464,0,0,0.06926713947990544,0.03342789598108747,0.037825059101654845,0,0.03560283687943262,0.0574468085106383,0.0357919621749409,0.03560283687943262,0.03451536643026005,0.04723404255319149,0.041087470449172575,0.027281323877068556",1
"0,0,0,0,0,0,0,1,-1,1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0","0.005445832123148417,0.0016700551844321813,0.003848388033691548,0.005591054313099041,0.8080888759802498,0.002831832704037177,0.0062445541678768516,0,0,0,0.010601219866395586,0,0,0.010383386581469648,0.020548939878013362,0.039936102236421724,0,0.004937554458321232,0.008059831542259657,0.004647110078419983,0.047342433923903575,0.005663665408074354,0.005155387743247168,0.00522799883822248,0.003775776938716236",-1
"0,0,0,0,-1,0,0,1,-1,1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0","0.05622661171900905,0.05622661171900905,0.052437118090095214,0.0573634598076832,0,0.054710814267443515,0.05887925725924873,0,0,0,0.05433186490455213,0,0,0.0555160816635877,0.060395054710814265,0.049784472549855525,0,0.05698451044479182,0.05130027000142106,0.05357396617876936,0.058121358533465964,0.05622661171900905,0.054710814267443515,0.0573634598076832,0.05584766235611766",1
"0,0,0,0,-1,0,0,1,-1,1,0,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0","0.005951323503286552,0.007372535086160952,0.012702078521939953,0.011103215491206254,0,0.009593178184402203,0.0060401492272162014,0,0,0,0.0062178006750755015,0,0,0.005596020607567952,0,0.448481080120803,0,0.003375377509326701,0.007017232190442352,0.006395452122934802,0.448481080120803,0.005063066263990052,0.006395452122934802,0.006306626399005152,0.003908331852904601",-1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0.013333333333333334,0.0067167919799498745,0.015739348370927317,0.042706766917293235,0.04300751879699248,0.02706766917293233,0.05453634085213033,0.0918295739348371,0.07087719298245614,0.04360902255639098,0.02355889724310777,0.06676691729323309,0.041403508771929824,0.0406015037593985,0.0162406015037594,0.04932330827067669,0.05463659147869674,0.09824561403508772,0.02786967418546366,0.01974937343358396,0.07518796992481203,0.036591478696741855,0.021353383458646617,0.017042606516290727,0.0020050125313283208",-1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0","0.01067907995618839,0.03495801387367652,0.0065717415115005475,0.038608981380065716,0.0397955458196422,0.012048192771084338,0.028660094925155165,0.0278386272362176,0.03897407813070464,0.009127418765972983,0.028477546549835708,0.08059510770354143,0.025374224169404894,0.056498722161372764,0.027656078860898138,0.03249361080686382,0.08972252646951442,0,0.08433734939759036,0.01067907995618839,0.25419861263234755,0.018893756845564075,0.011865644395764877,0.015516611902154072,0.01642935377875137",1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0","0.013242438489265006,0.032910202162670425,0.03635793762733114,0.046779501645510105,0.034634069895000785,0.021313273781538945,0.07177558376430027,0.042078044193700044,0.0928537846732487,0.014809590973201692,0.022958783889672464,0.13015201379094185,0.06017865538316878,0.02570130073656167,0.02272371101708196,0.12129760225669958,0.08635010186491146,0,0.030481115812568564,0.0180222535652719,0,0.00830590816486444,0.024369221125215484,0.03244005641748942,0.0102648487697853",-1
"0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0,0","0.018128705215224677,0.03273477102843887,0.02775152504510697,0.05816650915027064,0.07844316522037975,0.024486639745682617,0.021049918377867516,0.05490162385084629,0.07294441103187559,0.07466277171578314,0.08205172265658561,0,0.07139788641635879,0.06753157487756681,0.036257410430449354,0.07122605034796804,0.03488272188332331,0,0.04536472205515938,0.042185754789930405,0,0.017870951112638544,0.020620328206890626,0.024658475814073374,0.02268236102757969",1
"0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,1,0,0,0,0","0.007042253521126761,0.0038412291933418692,0.008871410279860985,0.012163892445582587,0.01399304920431681,0.017011157856228278,0.012895555149076275,0.009054325955734407,0.018200109749405523,0.00393268703127858,0,0,0.008779952441924272,0.008779952441924272,0.005670385952076093,0.8185476495335651,0.015090543259557344,0,0.009603072983354673,0.0030181086519114686,0,0.005670385952076093,0.008871410279860985,0.005944759465886226,0.0030181086519114686",-1
"0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,-1,0,0,1,0,0,0,0","0.019334389857369256,0.010301109350237718,0.013523507659799261,0.01727416798732171,0.05499207606973058,0.019915478077126254,0.010089804543053355,0.03798203909138933,0.22060221870047544,0.0618594823032224,0,0,0.09086106708927628,0.06830427892234549,0.07849973586899102,0,0.06465927099841522,0,0.09086106708927628,0.04865293185419968,0,0.011727416798732172,0.01917591125198098,0.03433703116745906,0.027047015319598522",1
"0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1,0,-1,0,0,1,0,0,0,0","0.007487462032916579,0.00911210002119093,0.012432012432012432,0.03856749311294766,0.05912269548633185,0.0067810976901886,0.00911210002119093,0.018789291516564242,0,0.027830755103482378,0,0,0.2639683548774458,0.0271243907607544,0.0065691883873702055,0,0.358267994631631,0,0.10694356148901603,0.010312919403828495,0,0.008052553507098962,0.006710461255915802,0.013703468248922794,0.00911210002119093",-1
"0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1,-1,-1,0,0,1,0,0,0,0","0.007174172977281785,0.012554802710243125,0.020193968380496877,0.06357114388202471,0.046764979407466455,0.017802577388069615,0.013816925734024179,0.022851069483193834,0,0.09113856782250565,0,0,0.017802577388069615,0.10781187724192906,0.23428988973030423,0,0,0,0.1029626677295071,0.06642752756742394,0,0.018732562774013552,0.038860103626943004,0.09007572738142686,0.027168858775076393",1
"0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-1,-1,-1,0,0,1,0,0,0,0","0.012509252405625462,0.008660251665433013,0.017024426350851222,0.06484085862324204,0.0928941524796447,0.024500370096225018,0.018134715025906734,0.016728349370836417,0,0.07527757216876388,0,0,0.00932642487046632,0.051961509992598076,0,0,0,0,0.11110288675055514,0.10910436713545522,0,0.020355292376017766,0.01917098445595855,0.31835677276091784,0.03005181347150259",-1
"0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,-1,-1,-1,0,0,1,0,0,-1,0","0.030871543577178858,0.020511025551277564,0.024991249562478123,0.06489324466223312,0.10892544627231361,0.021141057052852644,0.021421071053552676,0.029331466573328666,0,0.16177808890444523,0,0,0.0207910395519776,0.13048652432621632,0,0,0,0,0.07490374518725937,0.09324466223311166,0,0.025621281064053203,0.08344417220861043,0,0.08764438221911096",1
"0,0,0,0,0,0,0,0,1,1,1,-1,0,0,1,-1,-1,-1,0,0,1,0,0,-1,0","0.0027651268705270004,0.006262199089134678,0.003659726740403383,0.01374430709173715,0.010653871177618738,0.004310344827586207,0.00219583604424203,0.006506180871828237,0,0,0,0,0.008458035133376708,0.00577423552374756,0,0,0,0,0.00935263500325309,0.022446324007807418,0,0.004635653871177619,0.028708523096942096,0,0.870527000650618",-1
"0,0,0,0,0,0,0,0,1,1,1,-1,0,0,1,-1,-1,-1,0,0,1,0,0,-1,-1","0.07414209763170614,0.06868052199130015,0.07278878685355245,0.06505558240695988,0.06660222329627839,0.0722571290478492,0.07428709521507974,0.07530207829869502,0,0,0,0,0.07530207829869502,0.06969550507491541,0,0,0,0,0.06761720637989367,0.07428709521507974,0,0.07481875302078299,0.06916384726921218,0,0",1
"0,0,0,0,0,0,0,1,1,1,1,-1,0,0,1,-1,-1,-1,0,0,1,0,0,-1,-1","0.006149848419229103,0.008921611087050672,0.006929406669553919,0.006323083585967951,0.01411866608921611,0.009527934170636639,0.011433521004763967,0,0,0,0,0,0.0073624945864010395,0.007708964919878735,0,0,0,0,0.45647466435686446,0.005370290168904288,0,0.003118233001299264,0.4565612819402339,0,0",-1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0.009122807017543859,0.008721804511278195,0.026967418546365914,0.015338345864661655,0.04731829573934837,0.0038095238095238095,0.011127819548872181,0.0749874686716792,0.12711779448621555,0.02245614035087719,0.04631578947368421,0.05583959899749374,0.1105764411027569,0.030977443609022555,0.01994987468671679,0.054335839598997494,0.16471177944862156,0.03238095238095238,0.013533834586466165,0.029674185463659148,0.05082706766917293,0.006416040100250627,0.009323308270676692,0.018847117794486216,0.009323308270676692",1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","0.010500043032963249,0.018418108270935537,0.030467337980893364,0.043119029176349084,0.030639469833892763,0.019020569756433427,0.013512350460452707,0.18633273087184785,0.0973405628711593,0.013770548239951804,0.029090283156898183,0.09501678285566745,0.025991909802909028,0.017557449005938548,0.015061537137447284,0.017127119373440056,0,0.013942680092951201,0.029262415009897583,0.027627162406403304,0.09295120061967467,0.12419313193906532,0.033909975040881314,0.011791031930458731,0.003356571133488252",-1
"0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","0.011777301927194861,0.01078899687036732,0.010541920606160434,0.03500247076264207,0.08104101465985834,0.017377697249217592,0.15557568769560204,0,0.31971668588370944,0.014989293361884369,0.028660846647998683,0.060286608466479985,0.026107725251194203,0.040932301103607314,0.02009553615549333,0.0327787843847801,0,0.009965409323011036,0.011530225662987975,0.02207214626914841,0.011694943172459232,0.026354801515401087,0.0205896886839071,0.019354307362872674,0.012765606984022402",1
"0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","0.015584415584415584,0.019552669552669554,0.028715728715728715,0.04235209235209235,0.050216450216450215,0.017604617604617605,0.09126984126984126,0,0,0.007792207792207792,0.021861471861471863,0.06457431457431458,0.17857142857142858,0.07727272727272727,0.024170274170274172,0.02012987012987013,0,0.05966810966810967,0.0227994227994228,0.010533910533910534,0.08896103896103896,0.10526695526695527,0.01378066378066378,0.027994227994227995,0.011327561327561327",-1
"0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0","0.005781275092339811,0.010839890798137145,0.007306889352818371,0.030271398747390398,0.01638027942829613,0.020395053797976553,0.06230929821744018,0,0,0.02015416733579573,0.017183234302232214,0.05090733900754778,0,0.5544403404528665,0.024891601092018628,0.02641721535249719,0,0.031074353621326482,0.04914083828488839,0.01678175686526417,0.013409346394732615,0.01003693592420106,0.01638027942829613,0.011482254697286013,0.004416251806648466",1
"0,0,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0","0.033698549007995265,0.03896949955581877,0.008646727864968907,0.06384364820846905,0.06366597571809299,0.01391767841279242,0.04139769025762511,0,0,0.012022505182114302,0.033876221498371335,0.054841575362748,0,0,0.017708024874148652,0.009475866153390583,0,0.19099792715427893,0.11815220610008884,0.03968018951732307,0.06384364820846905,0.02428190701806337,0.07012140953509031,0.07373408350607048,0.027124666864080545",-1
"0,0,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,1,-1,0,0,0,0,0,0,0","0.0028017567772224746,0.006360745115856429,0.010904134484325307,0.013705891261547781,0.012115704982583674,0.009465394517643496,0.009465394517643496,0,0,0.0013630168105406633,0.010904134484325307,0.017037710131758293,0,0,0.016129032258064516,0.002423140996516735,0,0,0.852112676056338,0.007572315614114796,0.007572315614114796,0.008253824019385129,0.003558988338633954,0.005452067242162653,0.0028017567772224746",1
"0,0,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,1,-1,1,0,0,0,0,0,0","0.013750882976218508,0.025994819872851425,0.01775370850011773,0.042053214033435364,0.04431363315281375,0.03381210266070167,0.08707322816105487,0,0,0.03150459147633624,0.06884859901106663,0.04374852837296916,0,0,0.04106428066870732,0.05425005886508123,0,0,0,0.08438898045679304,0.045067106192606544,0.036307982105015305,0.110901813044502,0.12573581351542265,0.09343065693430656",-1
"0,0,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,1,-1,1,0,0,0,0,-1,0","0.0025290444953765907,0.0033984035406622935,0.0071919702837271796,0.007745198767090808,0.009800047419584288,0.005058088990753181,0.01122263494823362,0,0,0.0033984035406622935,0.010590373824389474,0.010511341183908954,0,0,0.004267762585947996,0.004662925788350589,0,0,0,0.010906504386311546,0.0044258278669090335,0.003161305619220738,0.8922785110250534,0,0.008851655733818067",1
"0,0,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,1,-1,1,0,0,0,1,-1,0","0.0643978565384977,0.06529096549779073,0.06787628090627057,0.06529096549779073,0.06265864435461126,0.0631287017016076,0.0635517533139043,0,0,0.060496380558428126,0.0635517533139043,0.06265864435461126,0,0,0.0577700479458494,0.060496380558428126,0,0,0,0.05786405941524866,0.06529096549779073,0.06223559274231456,0,0,0.05744100780295196",-1
"0,0,-1,0,0,0,0,-1,1,0,0,0,-1,1,0,0,1,-1,1,0,0,0,1,-1,0","0.01513693236503631,0.011024586578003325,0,0.4345962026424009,0.4345962026424009,0.012337037361098958,0.009624639076034648,0,0,0.008049698136319889,0.010149619389272902,0.012162043923352874,0,0,0.00463732610027124,0.008399685011812057,0,0,0,0.012162043923352874,0.012687024236591129,0.006999737509843381,0,0,0.007437221104208592",1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0.004611528822055138,0.026566416040100252,0.02917293233082707,0.048220551378446115,0.030576441102756893,0.022656641604010024,0.022957393483709274,0.0724812030075188,0.05223057644110276,0.034085213032581455,0.028972431077694236,0.03067669172932331,0.09132832080200501,0.03598997493734336,0.008220551378446116,0.0419047619047619,0.08701754385964912,0.10917293233082707,0.03518796992481203,0.028471177944862154,0.06345864661654135,0.03007518796992481,0.026566416040100252,0.0318796992481203,0.007518796992481203",1
